CHAVE DOM	ZONA	DOMIC	NUM_FAM	TIPO_IMÓVEL	Nº_CÔMODOS	ESGOTO	AGUA	CONSUMO	RADIO	TV	MAQ_LAV	GELADEIR	CELULAR	TEL_FIXO	MICRO	MICRO_IN	MOTO	AUTO	QTE_FAM	TIPO_DOM	COND_MOR	TMP_CID	TMP_DOM	FAT_EXP DOM		
27-68-1	27	068	1	Casa de alvenaria	4	Rede pública	Rede pública	68	1	1	1	1	2	1	1	1	0	2	1	Particular	Própria	9	9	36,28		
27-71-1	27	071	1	Casa de alvenaria	5	Rede pública	Rede pública	114	1	1	1	1	2	1	1	1	0	0	1	Particular	Própria	44	11	36,28		
27-72-1	27	072	1	Casa de alvenaria	4	Rede pública	Rede pública	46	0	1	0	1	1	0	0	0	0	0	1	Particular	Alugada	5	1	36,28		
27-74-1	27	074	1	Casa de alvenaria	6	Rede pública	Rede pública	114	1	1	1	1	1	0	1	0	0	0	1	Particular	Alugada	14	3	36,28		
27-76-1	27	076	1	Casa de alvenaria	9	Rede pública	Rede pública	150	1	1	1	0	4	1	1	1	0	1	1	Particular	Própria	43	10	36,28		
27-79-1	27	079	1	Casa de alvenaria	5	Rede pública	Rede pública	60	1	1	1	1	2	1	1	1	1	0	1	Particular	Própria	28	2	36,28		
27-80-1	27	080	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	1	1	1	1	0	0	0	1	1	1	Particular	Alugada	3	1	36,28		
27-82-1	27	082	1	Casa de alvenaria	3	Rede pública	Rede pública	60	1	1	1	1	0	0	1	0	0	1	1	Particular	Alugada	29	5	36,28		
27-83-1	27	083	1	Casa de alvenaria	3	Rede pública	Rede pública	60	1	2	1	1	3	0	0	0	1	1	1	Particular	Própria	10	1	36,28		
27-86-1	27	086	1	Casa de alvenaria	4	Rede pública	Rede pública	30	0	1	1	1	1	0	0	0	0	0	1	Particular	Própria	30	11	36,28		
27-87-1	27	087	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	0	0	0	0	0	0	1	Particular	Própria	50	46	36,28		
27-91-1	27	091	1	Casa de alvenaria	5	Rede pública	Rede pública	65	1	1	1	1	1	1	1	1	2	1	1	Particular	Própria	9	3	36,28		
27-92-1	27	092	1	Casa de alvenaria	5	Rede pública	Rede pública	30	2	1	1	1	1	0	1	0	0	0	1	Particular	Alugada	21	6	36,28		
27-93-1	27	093	1	Casa de alvenaria	4	Rede pública	Rede pública	25	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	30	23	36,28		
27-96-1	27	096	1	Casa de alvenaria	4	Rede pública	Rede pública	200	1	2	1	1	2	0	1	0	0	1	1	Particular	Própria	13	9	36,28		
27-98-1	27	098	1	Casa de alvenaria	5	Rede pública	Rede pública	40	1	2	1	1	1	1	1	1	0	0	1	Particular	Própria	19	19	36,28		
27-100-1	27	100	1	Casa de alvenaria	7	Rede pública	Rede pública	80	0	1	1	1	0	1	1	0	0	2	1	Particular	Própria	21	15	36,28		
27-101-1	27	101	1	Casa de alvenaria	5	Rede pública	Rede pública	30	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	40	40	36,28		
27-104-1	27	104	1	Casa de alvenaria	10	Rede pública	Rede pública	80	1	1	1	1	4	1	2	2	1	2	1	Particular	Própria	20	20	36,28		
27-105-1	27	105	1	Casa de alvenaria	5	Rede pública	Rede pública	15	0	1	0	1	1	1	0	0	0	1	1	Particular	Própria	40	15	36,28		
27-106-1	27	106	1	Casa de alvenaria	4	Rede pública	Rede pública	160	1	1	0	1	2	0	0	0	0	0	1	Particular	Alugada	11	6	36,28		
27-107-1	27	107	1	Apartamento	11	Rede pública	Rede pública	100	1	1	1	1	2	1	1	1	0	1	1	Particular	Própria	35	10	36,28		
27-108-1	27	108	1	Casa de alvenaria	5	Rede pública	Rede pública	125	1	1	0	1	4	0	0	0	0	0	1	Particular	Própria	25	10	36,28		
27-109-1	27	109	1	Casa de alvenaria	5	Rede pública	Rede pública	69	1	1	1	1	2	0	0	0	1	1	1	Particular	Alugada	29	2	36,28		
27-110-1	27	110	1	Casa de alvenaria	7	Rede pública	Rede pública	100	1	1	1	1	2	1	1	1	1	2	1	Particular	Própria	50	35	36,28		
27-111-1	27	111	1	Casa de alvenaria	6	Rede pública	Rede pública	49	1	2	1	1	4	1	1	1	0	2	1	Particular	Própria	33	28	36,28		
27-121-1	27	121	1	Casa de alvenaria	6	Rede pública	Rede pública	NI	1	1	1	1	2	0	0	0	0	0	1	Particular	Alugada	24	0	36,28		
27-123-1	27	123	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	2	1	1	4	1	1	1	0	2	1	Particular	Própria	25	25	36,28		
27-125-1	27	125	1	Apartamento	5	Rede pública	Rede pública	70	2	3	1	2	4	0	1	0	0	0	1	Particular	Própria	30	29	36,28		
27-127-1	27	127	1	Casa de alvenaria	5	Rede pública	Rede pública	80	1	2	1	1	1	1	1	1	0	1	1	Particular	Própria	40	40	36,28		
27-142-1	27	142	1	Casa de alvenaria	7	Rede pública	Rede pública	170	1	1	1	1	3	1	0	0	0	2	1	Particular	Própria	24	23	36,28		
27-144-1	27	144	1	Casa de alvenaria	8	Rede pública	Rede pública	108	1	1	1	1	4	1	1	1	0	2	1	Particular	Própria	40	34	36,28		
27-145-1	27	145	1	Casa de alvenaria	5	Rede pública	Rede pública	30	1	1	0	1	1	0	0	0	0	1	1	Particular	Alugada	29	1	36,28		
27-150-1	27	150	1	Casa de alvenaria	5	Rede pública	Rede pública	72	1	1	1	1	2	1	0	0	0	1	1	Particular	Própria	8	8	36,28		
27-152-1	27	152	1	Casa de alvenaria	6	Rede pública	Rede pública	102	1	1	0	1	3	1	1	1	0	1	1	Particular	Própria	41	16	36,28		
27-154-1	27	154	1	Casa de alvenaria	6	Rede pública	Rede pública	60	1	1	0	1	2	0	0	0	0	1	1	Particular	Cedida	20	2	36,28		
27-155-1	27	155	1	Casa de alvenaria	7	Rede pública	Rede pública	73	1	1	1	1	3	1	0	0	1	1	1	Particular	Própria	61	30	36,28		
28-1-1	28	001	1	Casa de alvenaria	7	Rede pública	Rede pública	35	0	1	1	1	1	1	0	0	0	1	1	Particular	Própria	28	23	96,34		
28-2-1	28	002	1	Casa de alvenaria	5	Rede pública	Rede pública	75	1	1	1	1	1	1	1	1	0	0	1	Particular	Própria	49	16	96,34		
28-3-1	28	003	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	3	1	1	6	0	2	0	1	1	1	Particular	Própria	39	20	96,34		
28-4-1	28	004	1	Casa de alvenaria	6	Rede pública	Rede pública	60	1	1	2	1	2	1	0	0	0	1	1	Particular	Própria	30	5	96,34		
28-6-1	28	006	1	Casa de alvenaria	5	Rede pública	Rede pública	90	1	1	0	1	0	0	0	0	0	0	1	Particular	Própria	13	5	96,34		
28-7-1	28	007	1	Casa de alvenaria	5	Rede pública	Rede pública	56	1	1	0	1	1	0	0	0	1	0	1	Particular	Própria	30	4	96,34		
28-8-1	28	008	1	Casa de alvenaria	4	Rede pública	Rede pública	80	1	1	1	1	5	1	0	1	0	1	1	Particular	Cedida	42	21	96,34		
28-9-1	28	009	1	Casa de alvenaria	7	Rede pública	Rede pública	127	2	2	1	2	4	1	0	1	0	1	1	Particular	Própria	25	18	96,34		
28-10-1	28	010	1	Casa de alvenaria	5	Rede pública	Rede pública	57	1	1	0	1	1	1	0	0	0	0	1	Particular	Própria	7	4	96,34		
28-11-1	28	011	1	Casa de alvenaria	4	Rede pública	Rede pública	90	1	2	1	1	2	0	0	0	0	0	1	Particular	Alugada	38	3	96,34		
28-12-1	28	012	1	Casa de alvenaria	6	Rede pública	Rede pública	46	1	2	1	1	1	0	1	0	0	0	1	Particular	Própria	29	20	96,34		
28-13-1	28	013	1	Prédio Com./Res.	10	Rede pública	Rede pública	260	1	2	1	1	5	1	1	1	0	1	1	Particular	Própria	30	3	96,34		
28-15-1	28	015	1	Casa de alvenaria	5	Rede pública	Rede pública	240	1	2	0	1	2	1	1	1	0	1	1	Particular	Própria	24	21	96,34		
28-20-1	28	020	1	Casa de alvenaria	6	Rede pública	Rede pública	43	1	1	0	1	1	0	0	0	0	0	1	Particular	Cedida	16	7	96,34		
28-22-1	28	022	1	Apartamento	3	Rede pública	Rede pública	40	0	1	0	1	2	0	0	0	0	0	1	Particular	Própria	15	15	96,34		
28-24-1	28	024	1	Casa de alvenaria	5	Rede pública	Rede pública	65	1	1	1	1	2	0	0	1	0	1	1	Particular	Alugada	30	1	96,34		
28-25-1	28	025	1	Casa de alvenaria	5	Rede pública	Rede pública	30	1	2	0	1	2	0	0	0	1	0	1	Particular	Própria	6	3	96,34		
28-26-1	28	026	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	2	1	1	2	0	0	0	0	2	1	Particular	Própria	29	9	96,34		
28-27-1	28	027	1	Apartamento	6	Rede pública	Rede pública	40	0	1	1	1	0	1	1	1	0	0	1	Particular	Alugada	32	1	96,34		
28-30-1	28	030	1	Casa de alvenaria	5	Rede pública	Rede pública	60	1	2	1	1	1	1	1	1	0	0	1	Particular	Própria	37	20	96,34		
28-31-1	28	031	1	Casa de alvenaria	5	Rede pública	Rede pública	95	1	2	1	1	2	1	1	1	0	0	1	Particular	Própria	32	9	96,34		
28-32-1	28	032	1	Casa de alvenaria	5	Rede pública	Rede pública	65	1	2	0	1	1	1	0	0	0	0	1	Particular	Própria	29	16	96,34		
28-34-1	28	034	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	NI	1	Particular	Própria	30	17	96,34		
28-35-1	28	035	1	Casa de alvenaria	5	Rede pública	Rede pública	79	1	1	0	1	1	1	1	1	0	0	1	Particular	Própria	32	8	96,34		
28-37-1	28	037	1	Casa de alvenaria	9	Rede pública	Rede pública	180	2	3	1	2	3	1	0	0	0	0	1	Particular	Própria	22	6	96,34		
28-38-1	28	038	1	Casa de alvenaria	5	Rede pública	Rede pública	65	0	1	0	1	2	1	1	1	0	1	1	Particular	Própria	30	21	96,34		
28-39-1	28	039	1	Casa de alvenaria	6	Rede pública	Rede pública	99	1	2	1	1	5	1	1	1	0	1	1	Particular	Própria	39	3	96,34		
28-41-1	28	041	1	Casa de alvenaria	7	Rede pública	Rede pública	105	2	3	1	1	3	1	1	1	0	0	1	Particular	Própria	48	15	96,34		
28-42-1	28	042	1	Casa de alvenaria	5	Rede pública	Rede pública	60	1	2	1	1	1	1	1	1	0	0	1	Particular	Própria	3	3	96,34		
28-43-1	28	043	1	Casa de alvenaria	6	Rede pública	Rede pública	130	1	3	1	2	4	1	0	0	0	1	1	Particular	Própria	44	20	96,34		
28-45-1	28	045	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	1	1	1	2	1	0	0	0	1	1	Particular	Própria	15	15	96,34		
28-47-1	28	047	1	Casa de alvenaria	5	Rede pública	Rede pública	60	2	1	1	1	5	0	0	0	0	0	1	Particular	Própria	40	20	96,34		
28-49-1	28	049	1	Casa de alvenaria	7	Rede pública	Rede pública	59	6	3	1	2	3	1	1	0	0	1	1	Particular	Própria	16	10	96,34		
28-50-1	28	050	1	Casa de alvenaria	8	Rede pública	Rede pública	500	1	2	1	1	1	1	0	0	0	1	1	Particular	Própria	31	10	96,34		
28-51-1	28	051	1	Casa de alvenaria	4	Rede pública	Rede pública	70	1	2	1	1	3	1	1	1	0	0	1	Particular	Própria	17	6	96,34		
28-52-1	28	052	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	1	1	1	1	2	0	0	0	0	0	1	Particular	Própria	20	4	96,34		
28-53-1	28	053	1	Casa de alvenaria	5	Rede pública	Rede pública	70	1	1	1	1	3	0	0	0	0	1	1	Particular	Própria	30	20	96,34		
28-54-1	28	054	1	Prédio Com./Res.	6	Rede pública	Rede pública	150	0	1	1	1	1	1	0	0	0	0	1	Particular	Própria	20	0	96,34		
28-55-1	28	055	1	Casa de alvenaria	6	Rede pública	Rede pública	58	1	1	1	1	1	0	1	1	0	1	1	Particular	Própria	26	21	96,34		
28-56-1	28	056	1	Casa de alvenaria	6	Rede pública	Rede pública	80	2	2	1	1	2	1	1	1	0	0	1	Particular	Própria	13	8	96,34		
28-59-1	28	059	1	Casa de alvenaria	6	Rede pública	Rede pública	150	0	3	1	1	3	0	1	1	0	1	1	Particular	Alugada	5	3	96,34		
28-60-1	28	060	1	Casa de alvenaria	7	Rede pública	Rede pública	120	1	1	1	1	2	0	1	1	0	1	1	Particular	Própria	12	6	96,34		
28-61-1	28	061	1	Casa de alvenaria	5	Rede pública	Rede pública	80	3	2	1	1	2	0	0	0	0	1	1	Particular	Própria	23	5	96,34		
28-68-1	28	068	1	Casa de alvenaria	9	Rede pública	Rede pública	78	6	2	1	1	3	1	2	2	0	2	1	Particular	Própria	30	8	96,34		
28-70-1	28	070	1	Apartamento	7	Rede pública	Rede pública	50	1	1	1	1	1	1	1	1	0	1	1	Particular	Própria	3	3	96,34		
28-71-1	28	071	1	Apartamento	6	Rede pública	Rede pública	NI	0	1	1	1	0	1	1	0	0	1	1	Particular	Própria	4	4	96,34		
28-73-1	28	073	1	Casa de alvenaria	8	Rede pública	Rede pública	50	3	3	1	2	2	1	1	1	0	1	1	Particular	Própria	12	6	96,34		
28-74-1	28	074	1	Casa de alvenaria	6	Rede pública	Rede pública	65	2	2	1	1	2	1	2	2	0	1	1	Particular	Própria	4	4	96,34		
28-75-1	28	075	1	Casa de alvenaria	7	Rede pública	Rede pública	80	3	4	1	1	4	0	3	3	0	2	1	Particular	Própria	15	15	96,34		
28-78-1	28	078	1	Casa de alvenaria	5	Rede pública	Rede pública	38	1	1	1	1	1	0	1	0	0	1	1	Particular	Própria	36	2	96,34		
28-79-1	28	079	1	Apartamento	8	Rede pública	Rede pública	150	0	3	1	1	4	1	4	1	0	2	1	Particular	Própria	4	1	96,34		
28-80-1	28	080	1	Casa de alvenaria	8	Rede pública	Rede pública	125	1	2	1	1	5	0	0	0	1	3	1	Particular	Própria	18	0	96,34		
28-81-1	28	081	1	Casa de alvenaria	5	Rede pública	Rede pública	28	1	2	1	1	2	0	1	1	0	1	1	Particular	Própria	13	3	96,34		
28-82-1	28	082	1	Apartamento	8	Rede pública	Rede pública	31	0	2	1	1	4	1	3	3	0	1	1	Particular	Própria	27	6	96,34		
28-83-1	28	083	1	Casa de alvenaria	5	Rede pública	Rede pública	43	1	2	1	1	1	1	1	1	0	1	1	Particular	Própria	20	9	96,34		
28-84-1	28	084	1	Apartamento	7	Rede pública	Rede pública	35	1	1	1	1	1	1	0	0	0	0	1	Particular	Própria	4	4	96,34		
28-85-1	28	085	1	Casa de alvenaria	9	Rede pública	Rede pública	25	2	1	1	1	1	1	2	2	0	1	1	Particular	Própria	26	12	96,34		
28-86-1	28	086	1	Apartamento	4	Rede pública	Rede pública	140	3	1	1	1	4	1	1	1	0	1	1	Particular	Própria	33	11	96,34		
28-87-1	28	087	1	Casa de alvenaria	11	Rede pública	Rede pública	58	8	4	1	1	4	1	2	2	1	1	1	Particular	Própria	42	11	96,34		
28-89-1	28	089	1	Casa de alvenaria	7	Rede pública	Rede pública	41	1	1	1	1	1	1	1	0	0	0	1	Particular	Alugada	5	0	96,34		
28-90-1	28	090	1	Apartamento	10	Rede pública	Rede pública	105	0	1	1	1	2	1	1	1	0	1	1	Particular	Própria	37	12	96,34		
28-92-1	28	092	1	Apartamento	6	Rede pública	Rede pública	52	3	1	1	1	1	1	1	1	0	1	1	Particular	Própria	34	3	96,34		
28-93-1	28	093	1	Apartamento	9	Rede pública	Rede pública	50	1	1	0	1	0	0	1	0	0	0	1	Particular	Cedida	12	10	96,34		
28-94-1	28	094	1	Apartamento	6	Rede pública	Rede pública	90	1	2	0	1	4	0	0	0	0	2	1	Particular	Própria	30	20	96,34		
28-95-1	28	095	1	Casa de alvenaria	6	Rede pública	Rede pública	100	0	0	1	1	4	1	1	1	0	2	2	Particular	Própria	34	20	96,34		
28-95-2	28	095	2	Casa de alvenaria	6	Rede pública	Rede pública	100	0	0	1	1	4	1	1	1	0	2	2	Particular	Própria	40	20	96,34		
28-97-1	28	097	1	Prédio Com./Res.	5	Rede pública	Rede pública	75	1	1	1	1	1	1	0	0	0	0	1	Particular	Alugada	15	1	96,34		
28-98-1	28	098	1	Apartamento	6	Rede pública	Rede pública	25	2	1	0	1	2	1	0	0	0	0	1	Particular	Própria	30	19	96,34		
28-100-1	28	100	1	Apartamento	5	Rede pública	Rede pública	70	0	1	1	1	4	0	0	0	0	0	1	Particular	Própria	25	17	96,34		
28-102-1	28	102	1	Casa de alvenaria	5	Rede pública	Rede pública	25	1	2	1	2	6	1	0	0	1	1	1	Particular	Própria	31	20	96,34		
28-104-1	28	104	1	Casa de alvenaria	7	Rede pública	Rede pública	NI	1	2	1	1	2	1	1	0	0	0	1	Particular	Própria	8	8	96,34		
28-105-1	28	105	1	Casa de alvenaria	4	Rede pública	Rede pública	NI	1	1	0	1	0	0	0	0	0	0	1	Particular	Alugada	8	4	96,34		
28-106-1	28	106	1	Casa de alvenaria	5	Rede pública	Rede pública	40	1	1	1	1	1	0	0	0	0	0	1	Particular	Própria	30	5	96,34		
28-107-1	28	107	1	Casa de alvenaria	4	Rede pública	Rede pública	26	1	0	1	2	2	1	1	1	1	0	1	Particular	Própria	26	2	96,34		
28-109-1	28	109	1	Casa de alvenaria	4	Rede pública	Rede pública	100	0	1	1	1	2	0	0	0	0	1	1	Particular	Cedida	38	20	96,34		
28-110-1	28	110	1	Casa de alvenaria	5	Rede pública	Rede pública	55	2	3	0	1	4	1	1	1	0	1	1	Particular	Própria	20	4	96,34		
28-111-1	28	111	1	Casa de alvenaria	5	Rede pública	Rede pública	60	1	1	1	1	2	1	0	0	0	0	1	Particular	Própria	40	30	96,34		
28-112-1	28	112	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	38	20	96,34		
28-114-1	28	114	1	Apartamento	5	Rede pública	Rede pública	NI	1	1	1	1	2	0	0	0	0	0	1	Particular	Própria	12	4	96,34		
28-115-1	28	115	1	Apartamento	4	Rede pública	Rede pública	119	1	2	1	1	1	1	0	0	0	0	1	Particular	Própria	76	22	96,34		
28-116-1	28	116	1	Casa de alvenaria	5	Rede pública	Rede pública	60	2	2	1	1	0	1	1	1	0	0	2	Particular	Própria	38	21	96,34		
28-116-2	28	116	2	Casa de alvenaria	5	Rede pública	Rede pública	60	2	2	1	1	0	1	1	1	0	0	2	Particular	Própria	22	22	96,34		
28-117-1	28	117	1	Casa de alvenaria	5	Rede pública	Rede pública	156	2	2	1	1	1	1	0	0	0	1	1	Particular	Própria	36	19	96,34		
28-118-1	28	118	1	Casa de alvenaria	6	Rede pública	Rede pública	80	0	2	1	1	2	1	1	1	0	1	1	Particular	Própria	10	5	96,34		
28-119-1	28	119	1	Casa de alvenaria	6	Rede pública	Rede pública	50	1	1	1	1	2	0	1	1	0	1	1	Particular	Alugada	16	0	96,34		
28-120-1	28	120	1	Casa de alvenaria	6	Rede pública	Rede pública	30	2	2	1	1	2	1	0	0	0	0	1	Particular	Própria	23	23	96,34		
28-121-1	28	121	1	Apartamento	6	Rede pública	Rede pública	70	2	1	1	1	3	1	2	0	0	1	1	Particular	Própria	35	5	96,34		
28-130-1	28	130	1	Casa de alvenaria	4	Rede pública	Rede pública	76	1	1	0	1	0	1	0	0	0	0	1	Particular	Alugada	2	0	96,34		
28-131-1	28	131	1	Casa de alvenaria	2	Rede pública	Rede pública	NI	0	1	1	1	2	0	1	1	1	0	1	Particular	Própria	10	7	96,34		
28-132-1	28	132	1	Casa de alvenaria	3	Rede pública	Rede pública	130	1	1	0	1	1	0	0	0	0	0	1	Particular	Própria	30	8	96,34		
28-138-1	28	138	1	Casa de alvenaria	6	Rede pública	Rede pública	125	1	1	1	1	1	0	1	0	0	0	1	Particular	Própria	37	16	96,34		
29-2-1	29	002	1	Casa de alvenaria	5	Rede pública	Rede pública	75	1	3	1	1	2	1	1	0	0	1	1	Particular	Própria	32	5	101,11		
29-3-1	29	003	1	Casa de alvenaria	5	Rede pública	Rede pública	56	1	1	1	1	1	1	0	0	0	1	1	Particular	Própria	29	12	101,11		
29-5-1	29	005	1	Casa de alvenaria	5	Rede pública	Rede pública	200	1	3	0	1	1	0	0	0	0	0	1	Particular	Própria	42	31	101,11		
29-8-1	29	008	1	Casa de alvenaria	3	Rede pública	Rede pública	146	1	1	1	1	1	1	1	0	0	0	1	Particular	Alugada	17	2	101,11		
29-12-1	29	012	1	Casa de alvenaria	8	Rede pública	Rede pública	102	1	2	1	1	1	1	1	1	1	2	1	Particular	Própria	37	30	101,11		
29-13-1	29	013	1	Casa de alvenaria	5	Rede pública	Rede pública	56	1	1	0	1	1	1	0	0	0	0	1	Particular	Própria	14	12	101,11		
29-14-1	29	014	1	Casa de alvenaria	6	Rede pública	Rede pública	70	1	1	1	1	1	0	0	0	0	3	1	Particular	Própria	30	30	101,11		
29-15-1	29	015	1	Casa de alvenaria	6	Rede pública	Rede pública	100	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	26	16	101,11		
29-17-1	29	017	1	Casa de alvenaria	5	Rede pública	Rede pública	110	1	2	1	1	0	1	1	0	0	0	1	Particular	Própria	20	17	101,11		
29-18-1	29	018	1	Casa de alvenaria	8	Rede pública	Rede pública	40	3	4	1	2	2	1	1	1	0	2	1	Particular	Própria	25	25	101,11		
29-23-1	29	023	1	Casa de alvenaria	5	Rede pública	Rede pública	170	3	2	1	1	4	1	1	1	0	1	1	Particular	Própria	30	28	101,11		
29-25-1	29	025	1	Casa de alvenaria	6	Rede pública	Rede pública	197	1	2	1	1	3	1	1	1	1	1	1	Particular	Própria	32	7	101,11		
29-27-1	29	027	1	Casa de alvenaria	7	Rede pública	Rede pública	87	1	2	1	1	4	0	0	0	0	1	1	Particular	Própria	30	30	101,11		
29-30-1	29	030	1	Casa de alvenaria	4	Rede pública	Rede pública	130	1	1	1	1	1	0	0	0	0	1	1	Particular	Própria	25	25	101,11		
29-31-1	29	031	1	Casa de alvenaria	7	Rede pública	Rede pública	57	1	2	1	1	2	1	1	1	0	0	1	Particular	Própria	45	29	101,11		
29-33-1	29	033	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	0	1	1	1	2	1	0	0	0	0	1	Particular	Própria	11	11	101,11		
29-34-1	29	034	1	Casa de alvenaria	5	Rede pública	Rede pública	80	1	1	1	1	2	0	1	0	1	1	1	Particular	Própria	25	10	101,11		
29-35-1	29	035	1	Casa de alvenaria	4	Rede pública	Rede pública	95	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	34	1	101,11		
29-36-1	29	036	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	1	1	1	2	0	1	1	0	1	1	Particular	Alugada	43	4	101,11		
29-37-1	29	037	1	Casa de alvenaria	5	Rede pública	Rede pública	80	2	3	1	1	5	1	1	1	0	3	1	Particular	Própria	30	30	101,11		
29-38-1	29	038	1	Casa de alvenaria	7	Rede pública	Rede pública	53	1	2	1	1	1	0	1	1	1	1	1	Particular	Própria	47	29	101,11		
29-39-1	29	039	1	Apartamento	5	Rede pública	Rede pública	60	1	1	1	1	0	1	0	0	0	1	1	Particular	Própria	25	25	101,11		
29-40-1	29	040	1	Casa de alvenaria	7	Rede pública	Rede pública	143	1	2	1	1	3	0	1	1	1	1	1	Particular	Própria	39	30	101,11		
29-41-1	29	041	1	Casa de alvenaria	5	Rede pública	Rede pública	38	1	2	1	1	2	0	0	0	0	1	1	Particular	Própria	36	20	101,11		
29-44-1	29	044	1	Apartamento	6	Rede pública	Rede pública	120	1	2	1	1	4	1	1	1	1	2	1	Particular	Própria	44	18	101,11		
29-50-1	29	050	1	Casa de alvenaria	5	Rede pública	Rede pública	120	1	1	1	1	4	1	1	1	0	1	1	Particular	Alugada	15	9	101,11		
29-51-1	29	051	1	Casa de alvenaria	5	Rede pública	Rede pública	45	2	2	1	1	2	0	0	0	0	0	1	Particular	Própria	6	2	101,11		
29-52-1	29	052	1	Casa de alvenaria	6	Rede pública	Rede pública	130	1	3	1	2	4	0	0	0	0	1	1	Particular	Própria	22	20	101,11		
29-53-1	29	053	1	Casa de alvenaria	4	Rede pública	Rede pública	50	1	2	1	1	0	1	0	0	0	0	1	Particular	Própria	20	20	101,11		
29-54-1	29	054	1	Casa de alvenaria	7	Rede pública	Rede pública	123	2	3	2	1	3	1	1	1	0	2	1	Particular	Própria	33	26	101,11		
29-55-1	29	055	1	Casa de alvenaria	9	Rede pública	Rede pública	130	1	3	1	1	2	1	0	0	0	0	1	Particular	Própria	34	0	101,11		
29-56-1	29	056	1	Apartamento	5	Rede pública	Rede pública	136	1	1	1	1	2	1	1	0	0	0	1	Particular	Alugada	14	8	101,11		
29-58-1	29	058	1	Casa de alvenaria	6	Rede pública	Rede pública	50	2	3	1	1	2	1	1	1	0	2	1	Particular	Alugada	30	27	101,11		
29-60-1	29	060	1	Casa de alvenaria	5	Rede pública	Rede pública	37	1	1	0	1	0	1	0	0	0	1	1	Particular	Própria	48	26	101,11		
29-61-1	29	061	1	Casa de alvenaria	5	Rede pública	Rede pública	69	1	2	1	1	1	1	0	1	0	1	1	Particular	Alugada	31	4	101,11		
29-64-1	29	064	1	Casa de alvenaria	6	Rede pública	Rede pública	123	2	3	1	1	3	1	2	1	0	1	1	Particular	Própria	38	14	101,11		
29-67-1	29	067	1	Casa de alvenaria	6	Rede pública	Rede pública	57	1	1	1	1	1	0	0	0	0	2	1	Particular	Própria	25	25	101,11		
29-68-1	29	068	1	Casa de alvenaria	5	Rede pública	Rede pública	71	1	1	0	1	0	1	0	0	0	0	1	Particular	Própria	30	22	101,11		
29-69-1	29	069	1	Casa de alvenaria	4	Rede pública	Rede pública	37	1	1	1	1	2	0	0	0	0	0	1	Particular	Cedida	20	20	101,11		
29-71-1	29	071	1	Casa de alvenaria	6	Rede pública	Rede pública	120	1	1	1	1	4	0	0	0	0	1	1	Particular	Própria	36	10	101,11		
29-72-1	29	072	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	3	0	1	3	1	1	1	0	1	1	Particular	Própria	35	13	101,11		
29-75-1	29	075	1	Casa de alvenaria	7	Rede pública	Rede pública	140	1	2	1	1	3	1	1	1	1	1	1	Particular	Própria	44	7	101,11		
29-76-1	29	076	1	Apartamento	5	Rede pública	Rede pública	90	1	2	1	1	3	0	1	1	0	1	1	Particular	Própria	5	5	101,11		
29-77-1	29	077	1	Casa de alvenaria	9	Rede pública	Rede pública	NI	1	2	1	1	2	0	0	0	0	1	1	Particular	Própria	20	1	101,11		
29-79-1	29	079	1	Casa de alvenaria	5	Rede pública	Rede pública	100	1	2	1	1	2	1	1	1	0	1	1	Particular	Própria	41	6	101,11		
29-80-1	29	080	1	Casa de alvenaria	6	Rede pública	Rede pública	91	1	1	1	1	2	0	0	0	0	1	1	Particular	Própria	20	15	101,11		
29-81-1	29	081	1	Casa de alvenaria	5	Rede pública	Rede pública	28	1	2	1	1	1	1	1	1	0	0	1	Particular	Própria	30	11	101,11		
29-82-1	29	082	1	Casa de alvenaria	5	Rede pública	Rede pública	30	0	1	0	1	1	0	0	0	0	0	1	Particular	Própria	25	14	101,11		
29-85-1	29	085	1	Casa de alvenaria	4	Rede pública	Rede pública	75	1	1	1	1	1	0	1	0	0	0	1	Particular	Própria	30	10	101,11		
29-88-1	29	088	1	Casa de alvenaria	5	Rede pública	Rede pública	NI	2	2	1	1	3	0	1	1	0	0	1	Particular	Alugada	4	4	101,11		
29-89-1	29	089	1	Casa de alvenaria	5	Rede pública	Rede pública	130	1	1	1	1	2	0	1	1	0	0	1	Particular	Própria	40	12	101,11		
